epoch,acc,loss,val_acc,val_loss
0,0.880709808464,0.337551988414,0.909146887061,0.254544855837
1,0.923057547027,0.218831293534,0.918831170953,0.235622503934
2,0.939977051232,0.170165487112,0.926276312646,0.210800417522
3,0.955049263226,0.12854014065,0.927004032174,0.229572745912
4,0.969911561374,0.0879896554519,0.923309452415,0.257455201889
5,0.980729410678,0.0561659761793,0.92224586046,0.319464693039
6,0.989336104442,0.0331931829638,0.91843932153,0.36951355759
7,0.992890736573,0.0217343879175,0.918439319248,0.42288206053
