epoch,acc,loss,val_acc,val_loss
0,0.511812297585,2.0066840475,0.585903075973,1.74134939275
1,0.640453078793,1.4637666443,0.616110767112,1.60190564188
2,0.694336572704,1.21625218384,0.65449968016,1.37452879981
3,0.730744337573,1.04565310382,0.694147266743,1.25210914363
4,0.751618122206,0.938402051293,0.716803018029,1.13795425578
5,0.779773462359,0.829735023883,0.723725613106,1.10994204611
6,0.802103560141,0.740022574235,0.747640027086,1.05970703175
7,0.822006472878,0.656393817038,0.762743862828,1.01224766601
8,0.838996761632,0.579997207644,0.75330396502,0.981518043971
9,0.855016183892,0.50942202168,0.767778478943,0.951645298376
10,0.872653717169,0.443242196801,0.775330394488,0.963317442721
11,0.890614888043,0.379902257069,0.774701071768,0.92305537565
12,0.908899678767,0.330062875084,0.776589054031,0.935850555001
13,0.926213590458,0.278670892505,0.778477024139,0.959250680225
14,0.938187704503,0.230244784559,0.767149149171,0.978489031651
15,0.94676375582,0.195808985063,0.775330393587,1.02482631643
16,0.96197411254,0.157013235909,0.77470107642,0.997491612533
0,0.524595467307,2.42267149783,0.597230967746,2.16479456522
1,0.641100324184,1.84230265764,0.621774701295,1.92642997315
2,0.692880258398,1.55077669073,0.676526103476,1.6098712913
3,0.728155337491,1.35332943282,0.697293903447,1.49480481835
4,0.756957928918,1.20450092481,0.702957845094,1.41081430831
5,0.777346278279,1.09110432362,0.732536184893,1.29746069107
6,0.792556634034,0.995318528132,0.73945878282,1.23056449547
7,0.817152104717,0.903701487097,0.746381373695,1.21788557285
8,0.831553396091,0.828783878038,0.745752040623,1.2039206905
9,0.846763752425,0.760712025621,0.760855879215,1.13909153326
10,0.861812297773,0.701696970895,0.768407804513,1.10545339226
11,0.878317152605,0.646364657335,0.777847698569,1.05902190671
12,0.889805826362,0.595844614467,0.782252988214,1.03940604827
13,0.902103559871,0.546434738682,0.773442415076,1.0721256976
14,0.915695797278,0.506899074829,0.785399626268,1.05593475334
15,0.925242718562,0.463145762393,0.79169288317,1.0209787892
16,0.934789649684,0.428529904112,0.777218379601,1.03902809105
17,0.94789644256,0.393989894382,0.787916922847,1.0406633692
18,0.956148873641,0.362608977072,0.77721837825,1.05568430587
19,0.955016181886,0.342508774697,0.796098179867,1.02416321525
20,0.963268613545,0.316443649214,0.786028940134,1.06007655864
0,0.5296116452,3.32741778028,0.584644427233,2.87097817551
1,0.637216831102,2.46450490705,0.624921331847,2.41254850631
2,0.681229773077,2.00484379055,0.670862180546,1.97703665814
3,0.725728156111,1.66203641506,0.672120839189,1.76776110038
4,0.740453074086,1.4519404821,0.689741977549,1.59315487467
5,0.760194172558,1.29173583082,0.6897419837,1.56248130522
6,0.779773464288,1.16910555332,0.732536181592,1.36940994999
7,0.794983814449,1.08087931077,0.731906858872,1.30360776332
8,0.813106793609,0.991084150705,0.726242916287,1.30778486276
9,0.824595465436,0.918853228339,0.760226554995,1.20213744549
10,0.836893199717,0.855344987031,0.754562616161,1.17865097935
11,0.84773462625,0.795887153897,0.755191942181,1.13672912774
12,0.858090614617,0.748972453635,0.769666456554,1.11189600835
13,0.868284788525,0.698849217598,0.769037127232,1.11515288851
14,0.880258898519,0.657721958018,0.779106358562,1.08243509551
15,0.890453076285,0.616382212315,0.780365013454,1.06581786731
16,0.900647252509,0.586699173578,0.781623663094,1.07065268385
17,0.910679618132,0.552112438532,0.778477032542,1.05396446265
18,0.916666670139,0.522307999601,0.783511640704,1.04693742065
19,0.925080911241,0.494698302742,0.789804911711,1.03027496644
20,0.929449844129,0.466386185109,0.78980490841,1.03417140947
21,0.93867314074,0.444949807183,0.787287597727,1.02694816024
22,0.941585761637,0.428533600468,0.775959716757,1.05276097135
23,0.947572818273,0.408452202008,0.787287601028,1.03412977647
24,0.951779940946,0.388936494064,0.790434235781,1.04211926985
25,0.958576054635,0.374797189265,0.788546256819,1.05914839841
26,0.960355991106,0.358031473499,0.783511637404,1.04791390453
0,0.523300971125,11.6916338634,0.563247323786,8.13872824982
1,0.611488667507,5.97957393035,0.588420387557,4.57624634802
2,0.649029126252,3.52364420968,0.629955947962,2.99692123862
3,0.674595477704,2.46693355906,0.661422271035,2.34442208337
4,0.697572816344,2.00635542762,0.662680934329,2.09627654419
5,0.712297739527,1.75256347386,0.672750154856,1.89695395232
6,0.723948220991,1.5934130995,0.685336691205,1.77797687361
7,0.736245958165,1.46667318244,0.684078037776,1.73845960315
8,0.743851135464,1.36860386415,0.670232852725,1.70367294291
9,0.749514567428,1.30054689225,0.685966013587,1.59725782675
10,0.757281557063,1.23488417875,0.709880431806,1.53232007105
11,0.76634304076,1.17758824563,0.718061675172,1.47236433511
12,0.776537219683,1.12471993533,0.682190056452,1.56746951359
13,0.781067959699,1.08800999381,0.712397734387,1.46682050882
14,0.792556634806,1.04105766228,0.728130903201,1.41611343686
15,0.798381874862,1.00825551065,0.732536189544,1.35730857456
16,0.807605173981,0.968168868795,0.714285717699,1.39210777436
17,0.811326860031,0.939313162106,0.725613599569,1.37486709935
18,0.816990287944,0.910622447247,0.731277534202,1.35206149651
19,0.822006472685,0.889402643377,0.743864065863,1.34279196738
20,0.824271843271,0.8597033508,0.726242920938,1.39027758602
21,0.827508087876,0.836480215722,0.72624292799,1.3570305157
22,0.831553396091,0.815924787406,0.727501582882,1.37238788282
23,0.835113273855,0.789692642619,0.7419760836,1.31506115067
24,0.843851129407,0.768255750531,0.743864070064,1.29219149943
25,0.846440128717,0.753645035441,0.755821268201,1.29473892107
26,0.853721682694,0.733912832529,0.75330396457,1.30043504837
27,0.853398058793,0.715086284965,0.748269349355,1.33248174055
28,0.857443361414,0.703762456437,0.753303960819,1.28171909831
29,0.861650485823,0.677226467329,0.741976091553,1.3233191973
30,0.868608415513,0.661904241564,0.7526746381,1.31432446989
31,0.867961164045,0.645088562688,0.732536194195,1.30820314775
32,0.877508091116,0.632925148149,0.747010703016,1.34204687106
33,0.87864077612,0.619042571212,0.756450605475,1.3053518833
0,0.509061486879,12.1380070004,0.578980486899,8.5727624125
1,0.610194175085,6.44335005739,0.577092504636,5.08657133062
2,0.653559870126,3.94948549641,0.642542479172,3.35029479616
3,0.679126213669,2.83320609497,0.648206417556,2.68483781845
4,0.695631062907,2.32975266666,0.641913161141,2.34949979863
5,0.708252430348,2.04651562219,0.660163626047,2.15332001857
6,0.715210357723,1.87221464524,0.671491503303,2.00350129852
7,0.723462785332,1.74135397206,0.680931404861,1.91306797943
8,0.736084142742,1.66406471675,0.685966018125,1.87257609058
9,0.740776699531,1.56503432777,0.694776593213,1.79448427188
10,0.74595469545,1.48867254118,0.699811208428,1.7090024534
11,0.757766991371,1.42404734433,0.706104465331,1.64770240781
12,0.75809061508,1.37574931256,0.704845821242,1.6488349728
13,0.767961163158,1.32765448171,0.715544367789,1.58152230683
14,0.774757281862,1.27952577092,0.698552553087,1.59252906071
15,0.782038830631,1.24652864979,0.716803026882,1.55792689233
16,0.786245952918,1.21878430257,0.718061683124,1.50458454463
17,0.794012941396,1.1860081648,0.734424164754,1.48564994485
18,0.796440129141,1.16020221386,0.719949653683,1.4929777125
19,0.8087378613,1.12800612689,0.724984269348,1.47803768195
20,0.805016176793,1.10682995285,0.733165508963,1.46526593056
21,0.810679611265,1.08002326134,0.733165508512,1.45066902538
22,0.814077669363,1.05889977086,0.724354942427,1.43530652281
23,0.818122976613,1.0379560856,0.729389555691,1.45954041484
24,0.826537212893,1.02166925896,0.743234740743,1.42670029916
25,0.826537217716,1.00059983645,0.743234736541,1.38790715333
26,0.829935269063,0.991130520804,0.745122714602,1.39478793003
27,0.832847892466,0.96275267304,0.741346764182,1.4319004185
28,0.834466017759,0.953876760978,0.736941472587,1.41913126609
29,0.837540447519,0.939455243569,0.743864061211,1.4080514658
30,0.842556633417,0.923924809328,0.75204531538,1.35088572471
31,0.844336566994,0.909984029805,0.750786667091,1.36447221585
32,0.848381875402,0.89556532018,0.744493387232,1.36743459302
33,0.853559868043,0.881200845959,0.722466956414,1.42030137308
34,0.857443363342,0.86954466579,0.745122721654,1.36749815161
35,0.856472493375,0.854328795544,0.732536189994,1.41429442914
0,0.505016177507,13.1806525536,0.572687219193,9.3936523926
1,0.609870550123,7.05533781638,0.600377593647,5.39979742307
2,0.644012946334,4.26652422846,0.629326624342,3.59373170569
3,0.670550160809,3.05311897195,0.652611707201,2.84374535421
4,0.694983819349,2.49708264854,0.657016988893,2.47112351697
5,0.705663429495,2.1806761443,0.654499683461,2.26933363356
6,0.712783173257,1.97792141029,0.672750158157,2.09967631661
7,0.724757281322,1.82462240731,0.67841410033,1.96826210016
8,0.730420712321,1.71292532841,0.683448708493,1.88035261263
9,0.737864076705,1.62286144476,0.680931396871,1.80871425206
10,0.744983818732,1.54871953035,0.694776588074,1.7359558623
11,0.748220065651,1.49799518215,0.65261170495,1.82440668686
12,0.755177991483,1.43592158259,0.687224669266,1.66091526245
13,0.758576052281,1.38841075727,0.689741980849,1.67333563654
14,0.76553397522,1.350067575,0.697293897295,1.64753126468
15,0.775728152986,1.30931776627,0.704845811452,1.59009192153
16,0.776213593275,1.27084795267,0.717432353803,1.54964026623
17,0.779449835179,1.24713780309,0.708621781115,1.54342701617
18,0.787378639851,1.22039390363,0.723096294588,1.49988817831
19,0.790129448989,1.19095624978,0.669603528543,1.60520360918
20,0.791909386618,1.16920595725,0.724354943777,1.47524387203
21,0.79708737675,1.14350717295,0.718061678022,1.50385828225
22,0.800970875137,1.12167062594,0.720578985855,1.44348955477
23,0.805339804938,1.10587638154,0.718061673821,1.44637909342
24,0.808414235663,1.08286247593,0.724354936725,1.46175696649
25,0.817152102017,1.061721073,0.72938955149,1.43113964417
26,0.813915854326,1.04790796894,0.72624292559,1.43997336882
27,0.820064721756,1.03429745143,0.721837633094,1.45509841789
28,0.824110028813,1.01940085066,0.731906865924,1.41720385901
29,0.832847893238,1.0007221286,0.738200130779,1.3891096563
30,0.830258897207,0.987503863461,0.718691004043,1.43856237203
31,0.833818768992,0.97317140465,0.741346754729,1.40007619456
32,0.835922331872,0.960064267071,0.745122717453,1.39627570435
33,0.836084141893,0.947749737783,0.704216485432,1.47966508201
34,0.839320386884,0.935693675067,0.723096292637,1.44162293363
