epoch,acc,loss,val_acc,val_loss
0,0.544983814546,1.90470108284,0.633102574312,1.59768514164
1,0.676860842118,1.28137869318,0.706733803054,1.28997770648
2,0.74352750539,1.00391962575,0.71617369516,1.12695211183
3,0.787055015371,0.815609023216,0.766519823601,0.985213609594
4,0.818770227309,0.661646581198,0.789175575788,0.88987047433
5,0.848220065381,0.543150839682,0.790434224978,0.840243866228
6,0.880097085411,0.44010912967,0.79106355805,0.846941755132
7,0.906310682737,0.350237475871,0.804279425633,0.799310829071
8,0.92524272242,0.276794175259,0.815607297751,0.78719913108
9,0.946601944448,0.211766088255,0.807426056635,0.79906962209
10,0.960679614428,0.159981421017,0.812460664348,0.817065942092
11,0.969093854759,0.121153241379,0.821900565906,0.809748224862
12,0.975404537997,0.0927403361317,0.81686594604,0.858621730828
13,0.979773473585,0.0745810945805,0.81434864661,0.898406131977
